app,userName,score,content,at,thumbsUpCount
Traveloka,Sahnur Pratama,1,Aplikasi menyusahkan tak indah iklannya,2024-12-13 00:08:46,0
Traveloka,Yusuf Wally,5,Sangat memuaskan,2024-12-12 19:04:02,0
Traveloka,Iga Yura,5,mudah dan cepat,2024-12-12 17:12:41,0
Traveloka,Agus Ryan,1,"Sudah disaranin daftar paylater, data sudah sesuai ehh gk valid. Gak valid pala bapak kau, aku yg lebih paham babi appikasi gak jelas. Hapus aja paylater nya. Burukk",2024-12-12 14:12:48,0
Traveloka,Barbarian Dath,5,"Ga bisa koreksi titel penumpang. Katanya ga ada active booking, ga tau kalo tiket udah dibeli itu termasuk active booking atau bukan.",2024-12-12 13:56:21,9
Traveloka,宫天赐Agung,1,Terlalu sering gangguan,2024-12-12 11:36:49,0
Traveloka,BEN'S BARBER SHOP,2,Apa kok minta verifikasi terus. Padahal kode verifikasinya gak masuk email. Kacau ni aplikasi jd gak bs pesen hotel,2024-12-12 08:56:36,0
Traveloka,ary susanto,5,baguuus,2024-12-12 08:29:31,0
Traveloka,Junet Aedi,4,"terkadang kesulitan untuk proses transfer pembayarannya,",2024-12-12 07:49:02,0
Traveloka,Mahdiy GG,5,aplikasi masa depan pengen sekali bercita-cita untuk keliling traveling ke wisata wisata di Indonesia bersama sahabat tapi sekarang belum jadi apa-apa tunggu sukses dulu🥰,2024-12-12 07:40:45,0
Traveloka,diawan aweng,5,sangat baik,2024-12-12 07:18:50,0
Traveloka,Tezha Faizhal,5,mantul,2024-12-12 06:06:45,0
Traveloka,luthfi sahaja,5,ok,2024-12-12 05:56:45,0
Traveloka,Muhammad Farhan,5,aplikasi sangat membantu bagus dan banyak promo,2024-12-12 05:53:58,0
Traveloka,Wa Godit,5,Nice,2024-12-12 05:14:20,0
Traveloka,Angger Bagus Pinasti,4,Sistem gangguan ya?,2024-12-12 03:08:53,0
Traveloka,Izzi Rosyidan,1,"Baru sadar sepertinya total nominal yg dibayar tidak sesuai dg harga dasar plus pajak dan service. Mau cek tapi sudah tidak bisa lihat lagi rincian harga setelah pembayaran berhasil, di email receipt juga tidak ada rincian, bertanya ke call center juga tidak bisa memberi jawaban.",2024-12-12 00:34:34,16
Traveloka,Andri Yanto,4,bagus pelayanan nya,2024-12-12 00:04:56,0
Traveloka,moch dwiki septa ardani,5,Cukup memudahkan orang sewa hotel,2024-12-11 23:39:21,0
Traveloka,defa indrawan,2,"sudah tidak seperti dulu, kebanyakan hotel tidak menampilkan harga sebenarnya. belum lagi pilihan hotel di daerah saya selalu full booked kalau lewat aplikasi, begitu hubungi resepsionis ada banyak.",2024-12-11 23:35:45,13
Traveloka,Maha Dewi,5,Mantap,2024-12-11 20:30:10,0
Traveloka,Riyani Ayu,5,"Pesan mobil + driver, dapet driver yg ontime ,ramah dan menguasai jalanan , Pak Dedy namanya..so far so good SJMS trans rent car...",2024-12-11 17:52:19,0
Traveloka,Salman drh,1,"Hati2 booking hotel melalui agen ini. Tidak ada jaminan kepastian anda bisa check In di hotel yg sdh anda booking. Pengalaman terburuk saya menggunakan jasa ini untuk booking hotel jauh2 hari. Mendekati hari H saya di paksa untuk melakukan pembatalan dgn alasan hotel sdh penuh. Tidak profesional, tidak ada tanggung jawab sama sekali dan tidak ada ganti rugi. Semoga saja pengalaman buruk ini tidak menimpa org lain",2024-12-11 11:23:17,0
Traveloka,azifa Safiyyah,5,sangat membantu,2024-12-11 10:16:35,0
Traveloka,Rosi Chin,5,sangat mambantu ..mantap..,2024-12-11 08:00:18,0
Traveloka,Jumadin Usama,1,"Kak ini gmna sii sya pembelian di traveloka pembayaran sudah masuk tapi d hotel nya ngga menerima, mau refund d aplikasi gk bisa! Tolong kerja sama nya dong, kembalikan saldo saya",2024-12-11 05:29:08,15
Traveloka,Futi Khatun,5,bagus banget mantap tingkatkan kualitas yang terbaik,2024-12-11 04:39:51,0
Traveloka,Andik,5,banyak sekali membantu kita mencari tiket yg sesuai hati,2024-12-11 04:37:41,2
Traveloka,Noel Hermanto,5,rekomendit👍,2024-12-11 03:20:36,0
Traveloka,Yudha Mulyawan,5,"Traveloka sangat membantu akomodasi dan trip kami, mulai dari tiket pesawat, bus, nonton konser, wisata serta hotel... Promo diskonnya diperbanyak juragan saya pemakai setia Traveloka nihh... thankz",2024-12-11 02:12:51,13
Traveloka,Titik Siti Nakisah,5,good,2024-12-11 02:00:13,0
Traveloka,cccp sgt,5,Mon loadingnya lama.banget mo pesen tiket susah niy min.,2024-12-10 18:45:41,0
Traveloka,Qalesya Sabrina,5,Sangat bermanfaat,2024-12-10 18:05:19,0
Traveloka,Rizki Meilida N,5,good,2024-12-10 17:06:17,0
Traveloka,Harlis Maulina,5,top,2024-12-10 14:25:32,0
Traveloka,Aldi wijaya Aldi,5,Saya mau nanya kenapa harga hotel dan pesawat jurusan kemalaysia masih mahal untuk bulan januari 2025,2024-12-10 14:06:36,0
Traveloka,Historia Alpa,1,Eror mulu,2024-12-10 12:07:32,0
Traveloka,rizka juli,5,pemesanan tiket hotel jadi lebih mudaaah.. trims traveloka,2024-12-10 10:07:46,1
Traveloka,Bebas Aja,1,kenapa gak bisa log in ?,2024-12-10 07:33:29,0
Traveloka,pertiwi jnp,5,mantab,2024-12-10 07:30:45,0
Traveloka,Bayu Bramantara,1,"Makin kesini traveloka makin kurang worth it ,di beberapa kali coba pesan hotel ternyata harga langsung di hotel lebih murah dari aplikasi traveloka , kadang ntah biaya pelayanan atau pajak atau apa yg bisa bikin naik harga di aplikasi kurang lebih 20% kalo ga salah , mending langsung di hotel atau aplikasi lain , pdhal saya jg termasuk pengguna traveloka cukup lama. Fungsi traveloka sekarang cuma buat cek nama lokasi dan foto hotel ,ga rekomen buat pesan lewat aplikasi ini !!!",2024-12-10 05:27:59,45
Traveloka,Noviani Lestari,1,Ini bahasanya knpa tdk bisa dirubah ke bahasa indonesia ya...padahal sdh masuk ke pengaturan tapi tetap tdk bisa diubah,2024-12-10 05:21:32,1
Traveloka,Darren doyan makan,5,good,2024-12-10 05:10:32,0
Traveloka,Dwi Sulistyanto,5,makin mudah dan sangat membantu,2024-12-10 04:31:11,1
Traveloka,Laknis Pendam IM,5,mantap,2024-12-10 04:08:44,0
Traveloka,Wayan evan,1,"Sumpah AQ lagi penting ngetik wa buat seseorang.muncul aplikasi Traveloka sembarangan, disetiap aplikasi yg AQ buka,Lagi rapat online, juga tiba-tiba muncul iklan, sumpah iklan mu disetiap aplikasi hp saya, sangat menggangu dan merugikan bagi saya",2024-12-10 03:48:26,0
Traveloka,vichan look,5,"Pakai traveloka kemanapun bisa,, makasii traveloka",2024-12-09 15:35:14,0
Traveloka,Putra Romansyah,5,Oke mantap,2024-12-09 15:35:08,7
Traveloka,Chun Hong,5,bagus,2024-12-09 15:33:24,0
Traveloka,A,5,Kebanyakan update udh kaya game,2024-12-09 14:15:58,0
Traveloka,NrAzlin Nanda,1,Masalah koneksi terus,2024-12-09 13:22:45,0
Traveloka,Mitu Cand,5,"traveloka joss,masalah langsung teratasi.",2024-12-09 13:19:48,1
Traveloka,Erin Anjelika,5,Sangat bagus,2024-12-09 13:14:09,0
Traveloka,tnj bisnis,5,good semoga limit semakin besar buat traveler ke luar negri,2024-12-09 13:08:35,0
Traveloka,Novita Heppy Theresia Agnes Poluakan,5,Sangat puas,2024-12-09 12:01:36,0
Traveloka,Rahmatullah Me2T,5,mantap,2024-12-09 11:50:37,0
Traveloka,Wwt Dotcom,5,bagus,2024-12-09 11:14:13,0
Traveloka,Hen Hen,5,Muda,2024-12-09 10:49:03,0
Traveloka,ari respati,1,"sangat kecewa dengan proses refund nya, lebih baik delete aplikasi ini",2024-12-09 10:39:39,0
Traveloka,Arifin Zaenal,5,ok puass,2024-12-09 10:24:30,0
Traveloka,Lakesha Anandyta,2,pokoknya gua kecewa banget sama traveloka. Sakit hati banget karena di php in :(,2024-12-09 07:50:14,4
Traveloka,Triwanto Wanto,5,jossssd,2024-12-09 04:09:33,0
Traveloka,Arifinukasa ipin,5,Terima kasih traveloka.. baru2 ini sy menggunakan bonus untuk belikan tiket saudara saya..,2024-12-09 01:12:02,0
Traveloka,Tom Dan,5,good,2024-12-08 23:59:10,0
Traveloka,Rian Suhaeli,1,"Aplikasi tiap bulan selalu update, tp makin jelek. Masa filter harga, selalu error, try again. Padahal udah update. 😡😡. Siapa yg mau pesen klau aplikasi error mulu.",2024-12-08 15:45:42,25
Traveloka,Daniel Zrait,2,Males banget sekarang mau naik pesawat. Tambah lama tambah mahal. Malahan lebih murah tiket ke luar negeri. Dri pada di dalam negeri sendiri. Aneh emang negeri konoha. Mending naik bus.,2024-12-08 15:09:17,4
Traveloka,Ming lofender,5,aplikasi yang sangat bagus dan membantu untuk traveller,2024-12-08 14:55:31,0
Traveloka,tulus sambudi,1,Tolong rate hotel kembalikan ke model dulu apa yang ditampilkan itu yang dibayar.sekarang kayak jebakan murah diawal saat mau bayar ternyata masih plus plus....,2024-12-08 13:06:25,0
Traveloka,Hayat Surur,1,Pengajuan klaim asuransi keterlambatan ribet,2024-12-08 12:18:52,0
Traveloka,Surya Handayana,5,"Ok, mudah dipahami",2024-12-08 12:17:05,0
Traveloka,Benny Yanto,5,Banyak manfaat nya dan sangat praktis dan aman.🙏🙏🙏,2024-12-08 11:06:06,0
Traveloka,halimmushlih mushlih,5,baik sekali,2024-12-08 09:24:03,0
Traveloka,Nizar Abdul Muhaimin,5,Sangat membatu sekali,2024-12-08 09:23:11,0
Traveloka,Achmad Sulfiansyah,1,"Harga tiket disini banyakan gk masuk akal di bandingkan aplikasi lain. Bahkan penerbangan di hari yg sama, ada yang tidak sesuai dengan aplikasinya. Sehingga membuat harganya melonjak tinggi. Promonya jg sdh tdk seperti dulu Sy pensiun deh pakai aplikasi ini.",2024-12-08 07:29:49,17
Traveloka,Eka Puji Pratiwi,2,Traveloka nih bagus sih tapi sayang bgt tiap mau buka applikasinya kok disurug updateeeee terus. Aneh bgt. Baru aja diupdate mntk update lg update lg. Aneh loh kyk gini. Gak di iphone ga di hp android sama aja. MINTAK UPDATE APPLIKASINYA TERUS. PLEASELAH TRAVELOKA,2024-12-08 07:01:59,20
Traveloka,Hilmi Nisa,5,oke selalu,2024-12-08 06:21:13,0
Traveloka,Rudi Anwar,5,mudah dan sangat membantu,2024-12-08 06:14:50,0
Traveloka,Rizky Ridho,4,"Traveloka memang bagus buat mencari hotel ataupun booking tiket kendaraan seperti pesawat, kereta dan lain2nya. Sip banget deh. Kalau bisa siapin versi lite (ringan) nya donk",2024-12-08 05:01:10,0
Traveloka,Hadiz Hadiz,5,Keren,2024-12-08 03:20:13,0
Traveloka,wong ndeso,5,terimakasih mantap pelayanan nya,2024-12-08 03:01:25,0
Traveloka,Winda lestari,2,KA ko loading yah sekarang mah ga bisa terus pencarian,2024-12-08 01:09:19,0
Traveloka,Agus Darmawan,5,bagus,2024-12-07 23:43:59,0
Traveloka,Reni Ratnasari,5,mntap,2024-12-07 23:40:07,0
Traveloka,Khasbi Mustasyar,5,bagus,2024-12-07 15:00:50,0
Traveloka,Andi Tejo,5,mantab dan simple. banyakin promo nya dong,2024-12-07 15:00:05,0
Traveloka,Rya Moument,2,kenapa harga di sblm booking beda sama harga setelah booking misal berau lampung pas di beranda 1.4 pas do boking jd 2.6 itu gimna yaaa,2024-12-07 12:41:02,0
Traveloka,Jetro Pangalasen,1,Ini App Uda ngk jelas.. saya suda 12 thn pake Traveloka kenapa saya mau beli tiket pesawat bilangnya suda habis terpaksa saya Download app Trip ternyata Masi ada tiket mura lagi bintang satu aja itupun karena sya suda perna berlangganan,2024-12-07 11:58:57,7
Traveloka,Endang Sulistiyo Wati,1,"Aplikasi konyol , tau tau log out sendiri , ketika sudah login data pesanan tiket hilang semua , dan konyolnya lagi chat ke cs Traveloka tidak di temukan kode pesanan . Parah ini . Tolong di perbaiki",2024-12-07 11:33:26,0
Traveloka,Kevin Fio,5,Application serve people,2024-12-07 08:46:26,0
Traveloka,afif lafroni,5,Oks,2024-12-07 07:23:29,0
Traveloka,chairuddin firmansyah,2,Tolong diperbaiki aplikasi error,2024-12-07 06:11:50,0
Traveloka,mr FLAY,5,terbaik,2024-12-07 05:40:11,0
Traveloka,kyo ardana,5,"Ga pp tdk di approve,, Tpaylater na, 😊",2024-12-07 04:57:43,0
Traveloka,Dedih,5,Tingkatkan lagi bonus dan diskonnya,2024-12-07 04:46:59,0
Traveloka,Iky Ermat,3,Min ini kok aplikasinya punya saya gk bisa pesan tiket untuk 2 orang... saya udh lama pakai traveloka dan baru kali ini gk bisa untuk 2 orang,2024-12-07 00:26:05,5
Traveloka,Dirus Silawati,2,2 x pesan di traveloka mmg bagus👍👍terima kasih sangat mudah,2024-12-06 22:12:47,0
Traveloka,dua putra,5,Bagus,2024-12-06 20:33:43,0
Traveloka,Rudi Chaniago,5,"Tolong dong developer,jangan keseringan update, padahal fitur nya itu itu aja,boros kuota",2024-12-06 18:42:20,623
Traveloka,M Teguh Budi Santoso,4,Iyaaa ltl yang 'di.,2024-12-06 15:09:51,0
Traveloka,faisal bean,5,Mantap,2024-12-06 12:45:20,0
Traveloka,althaf and family,5,nyaman dan mudah,2024-12-06 12:43:26,0
Traveloka,Risfandi Halim,1,"Najong ,giliran mau chat CS susahnya minta ampun",2024-12-06 12:25:34,0
Traveloka,Awang Cell,5,Ok,2024-12-06 12:12:09,0
Traveloka,Jenny Zebedeus,5,"cepat, bisa di percaya.",2024-12-06 06:24:16,0
Traveloka,Muhammad Navalfirdaus,5,bagus,2024-12-06 06:17:09,0
Traveloka,hidayat ikram,5,sangat membantu,2024-12-06 05:43:25,0
Traveloka,Agung Prakoso,1,"Pelayan yg buruk dan jelek, admin CS tidak menanggapi komplain, aplikasi dengan harga tiket paling mahal",2024-12-06 03:14:33,0
Traveloka,Agung Purnama Sidiq,1,Kacaauu,2024-12-06 01:26:18,0
Traveloka,"Rizky Hermin F, A.Md.T",1,"aplikasi rusak, enggak bisa buat pesen tiket!",2024-12-05 23:33:12,0
Traveloka,chakyong.,5,Coba kalo bagus lanjut,2024-12-05 17:47:53,0
Traveloka,dendi ridwan (Dendi -Yutaka Trans-),1,Kecewa dengan pelayanan Customer service nya. akibatnya sy terpaksa beli tiket 2x akibat kurang informasi dan sulitnya menghubungi CS,2024-12-05 13:22:04,0
Traveloka,angga putra,2,"Traveloka di update malah eror truss di hp gw,, kasih bintang sgitu dlu",2024-12-05 11:54:04,0
Traveloka,yano23 Belau,5,ok,2024-12-05 11:43:18,0
Traveloka,Bobby Sampoerna,5,Ok,2024-12-05 10:31:29,0
Traveloka,Dian Cahyana,4,Sy pengguna baru semoga bisa membantu,2024-12-05 09:55:05,0
Traveloka,Eny Purwanti,5,mudah dan praktis,2024-12-05 09:51:12,0
Traveloka,Heri Afandi,1,"Cukup kecewa bagi saya salah satu pelanggan setia dari Traveloka, terkait pembatalan penerbangan karena dr pihak pesawat yg tidak beroperasi dan membatalkan dan saya disuruh refund tetapi dr Traveloka disuruh menunggu sampai 10 hari pdahal dana mau digunakan utk pembelian tiket di hari berikutnya dari bandara yg berbeda dgn tujuan yg sama. Tolong bagi Traveloka utk mempermudah pengembalian refund agar tidak menunggu lama",2024-12-05 07:37:59,12
Traveloka,Rio Mardiko,1,Saya mendapatkan pengalaman buruk menggunakan aplikasi ini,2024-12-05 07:12:24,0
Traveloka,Veronica “Damev” Hutabarat,5,"so far mudah,cepat melalui applikasinya dan memuaskan. apapun jenis transportasinya traveloka ok utk saya dan keluarga. 👍🙏",2024-12-05 04:29:52,19
Traveloka,Hendra PM,1,2024 di dari pemerintah turun 10 % kok di aplikasi ini nggak ada beli langsung aja di aplikasi maskapainya,2024-12-05 03:55:59,0
Traveloka,Adi Bagol,5,bagus,2024-12-05 03:54:14,0
Traveloka,Fajar Hermawan,5,okeee,2024-12-05 02:11:20,0
Traveloka,PBSI RIAU,3,Mempermudah pembelian tiket. Tapi saya pernah sudah transfer via ATM tiket saya tidak keluar dan uang tiket saya tidak pernah dikembalikan.,2024-12-05 00:08:14,0
Traveloka,Desus Susanto,5,"memang aplikasi traveloka ini memudahkan bepergian.tingal ketik,langsung brangkat...",2024-12-04 23:56:42,7
Traveloka,Arya Prayitno,5,ok,2024-12-04 23:38:05,0
Traveloka,Mulla Assyuhada,1,Ga tau mau ngomong apa,2024-12-04 18:57:41,0
Traveloka,koko alqafi,5,Sangat baik,2024-12-04 18:47:24,0
Traveloka,mohhasan,5,Oke,2024-12-04 17:32:35,0
Traveloka,Rohid Riwandus,5,Sangat keren,2024-12-04 17:21:18,0
Traveloka,Indah Wulan,1,"pesan untuk 2 org, pas pilih tanggal tertera diharga 500rb/org, kalo PP jadi 1jt kan, pas mau co malah berubah harga PP jadi 2juta++. aneh!!!! di ubah lagi ke pemesanan 1 org, harganya berubah lagi jadi 1juta. tolong dong benerin lagi sistemnya. jangan buat orang kecewa tertipu banget sama harga yang di cantumkan.",2024-12-04 16:18:08,0
Traveloka,Sitti Urwah Shaleh,5,good...,2024-12-04 14:15:39,0
Traveloka,Nerry Chintia,1,"App traveloka payletter nya gak jls orng uda lunas dr thn 2019 msih nagih trus ampe skarang bikin orng emosi aja jls pun dah kubayar lunas smpe sekarang tiap taun ada aja yg nlpn cmn buat nagih"" konfirm lg emosi lg terkimbe*****k",2024-12-04 13:36:20,0
Traveloka,Arik Ruther,1,Rak niat,2024-12-04 13:09:36,0
Traveloka,Hadi Wibowo,5,"Untuk urusan tiket hotel pesawat selalu menggunakan app Traveloka, lebih percaya",2024-12-04 12:16:46,0
Traveloka,FAJRI BONE,5,berita kriminal,2024-12-04 11:24:35,0
Traveloka,Mega Banar,2,"2 dulu harap tingkatkan keamanan data user masak beli tiket di situ, ada wa inbok gajelas dari L1won air",2024-12-04 09:36:10,0
Traveloka,Risky Mujiono,5,mantap 👍,2024-12-04 06:08:46,0
Traveloka,Sunardi Sunter,5,terima kasih,2024-12-04 05:39:07,0
Traveloka,semut merah,1,"aplikasi anjeng, iklan kau dimana mana, ganggu apkikasi lain. taikkk",2024-12-04 05:17:08,0
Traveloka,Galang Prayogo,5,nice jadi gampang berpergian,2024-12-04 05:09:15,0
Traveloka,Imam Hambali,5,good service,2024-12-04 03:20:44,0
Traveloka,anto kusyunianto,3,Tolong beritahu cara menghilangkan iklan dari traveloka yang muncul tiap 5 menit..ini sangat menggangu. Terimakasih,2024-12-04 03:06:31,0
Traveloka,novi wulandari,4,cepat,2024-12-04 02:30:53,0
Traveloka,dwi purnomo,1,"Dc paylatternya ngalah ngalahin pinjol ilegal, belom jatuh tempo udah neror telfon",2024-12-04 01:51:48,0
Traveloka,syahrul akbar,5,"bagus, mudah aksesnya",2024-12-04 01:28:30,0
Traveloka,Maryono,4,"baru pertama, semoga akurat",2024-12-03 23:19:25,0
Traveloka,Sudarto Rizky Saputro,5,"Baru download malam ini, langsung pesan, mudah dan interface nyaman, mantap traveloka, bintang 5 untuk kalian",2024-12-03 13:10:40,14
Traveloka,Mentari Tari,5,baik,2024-12-03 10:49:09,0
Traveloka,Nico Aditya Nanda mustofa,2,Skg traveloka jaringannya lelet banget,2024-12-03 09:22:39,0
Traveloka,Firdaus Ubaidillah,5,Pelayanan baik,2024-12-03 09:12:20,0
Traveloka,Sandy Alfarizi,5,🏇🏇🏇🏇🏇🏇🏇🏇,2024-12-03 06:02:41,0
Traveloka,rofik bolmut,5,Sangat membantu sekali,2024-12-03 04:40:06,0
Traveloka,Yosef Hamonangan,1,"Aplikasi kocak setelah update malah gabisa login keliatan dari Team IT nya aja seperti ini apalagi fitur lainnya,ogah dah pakai aplikasi ini",2024-12-03 03:29:26,0
Traveloka,Hengli Henglie,1,"Aplikasi ini lama2 bisa bikin jebakan, di bagian pembelian tiket pesawat saat mau ke pembayaran terlalu banyak asuransi yang kita tidak inginkan dan tersembunyi sehingga ke ikut ke bayar polis asuransi.. saran j mohon pilihan polis asuransi di bikin opsional jangan otomatis langsung ke ikut juga",2024-12-03 02:20:43,24
Traveloka,Narko Aja,5,Ok jga,2024-12-03 01:04:52,0
Traveloka,Ahmad Sobari Barry,5,sangat membantu,2024-12-03 00:59:23,0
Traveloka,Matha mamah atha,5,"Aplikasi ny membantu sya liburan..tp skrg"" ini aplikasi suka eror...",2024-12-03 00:52:46,0
Traveloka,vera tobing,5,pemesanan mudah dan kapan aja bisa,2024-12-03 00:06:38,0
Traveloka,Isra Hayati,1,"kenapa etiket saya tidak terbit juga, biasanya langsung terbit, tapi ini d bilang kendala pada pembayaran, padahal saya bayar sesuai dengan nominal yg seharusnya, dan masih dalam waktu pembayaran, bahkan sudah ada pemberitahuan kalau oembayaran itu berhasil. tapi kenapa etiket saya masih belum terbit?",2024-12-03 00:06:27,38
Traveloka,Maya Netta,1,Kenapa harga tiket bisa berubah drastis semakin tinggi saat akan dilakukan payment?,2024-12-02 21:44:46,0
Traveloka,Raka Irawan,5,F i v gus iihhi iuran t ucul ughha yukk ucul film ukuran ga ki h ugut ugut ftfc,2024-12-02 19:09:38,0
Traveloka,Arkam jss,3,ok,2024-12-02 16:18:45,0
Traveloka,Farez Devardiansyah,5,kenapa ya aplikasi traveloka tidak mau terdownload di perangkat hp saya???,2024-12-02 15:14:23,0
Traveloka,Apache Alek,5,Oke,2024-12-02 13:05:05,0
Traveloka,Duwi puspitasari,5,Knp skrg jdi lama loadingnya klau di akses pakai wifi?? Biasanya lancar terus,2024-12-02 12:08:04,0
Traveloka,Budi Fadhillah,5,Bagus aplikasinya,2024-12-02 11:26:03,0
Traveloka,Djohar Mansyur,5,ok,2024-12-02 07:09:35,0
Traveloka,Riski Sandi,1,Enakan dlu ..skrg harga seakan murah pas di klik blm termasuk pajak,2024-12-02 04:48:34,0
Traveloka,Danu Susanto,5,good,2024-12-02 04:48:31,0
Traveloka,Abas F.R,5,Mudah dan ga ribet,2024-12-02 03:21:03,0
Traveloka,Anom Subroto,5,"Aplikasi nya mantap Cuma terkendala saat mau check in di hotel yg telah di booking.... Di jawab sama petugas lobby "" menurut peraturan Traveloka check in harus jam 14.00"" Ratusan kali udah booking hotel pake Traveloka baru kl ini dapat info check in harus jam 14.00.... Pa gak ada alasan lain yg masuk akal yaaa.... Mohon Traveloka untuk revisi pengaturan masuk ke hotel nya",2024-12-02 03:17:00,0
Traveloka,aviintw,5,sangat simpel dalam penggunaan,2024-12-02 02:53:38,0
Traveloka,Arvind Roy,5,sangat baik,2024-12-02 02:21:14,0
Traveloka,Kartiman Iman,4,mudah dan cukup membantu,2024-12-02 02:17:17,0
Traveloka,Muslimah Nuzululilmi,4,baru pertama si pake traveloka smoga aja nnt jg memuaskan,2024-12-02 02:01:20,0
Traveloka,Darnimijahidah Barasa,1,Gak jelas,2024-12-02 01:07:06,0
Traveloka,Nopan Hery s,1,Tidak bisa pilih kursi sa'at check-in online padahal baru beberapa menit check-in online sdh di buka 😢,2024-12-01 21:52:18,0
Traveloka,Ibra Djalu,1,"Sya sngt kecewa dgn traveloka, mesan hotel 1 bad deluxe class tp bgt masuk dikasih premium class 2 bad kecil, harga sama dgn class deluxe,bkn 1x hal ini terjadi sy udh 3x ngalamin sprti ini, dan sayang nya live chat g bisa untuk komplain live chat cma sekedar pilihan doang, makanya sy uninstal app macam kaya gini",2024-12-01 18:16:58,0
Traveloka,Ricky Emmanuel,5,"halo min saya sudah booking dan bayar di 2 hotel berbeda, tp kenapa diaplikasi saya hilang semua saya punya bukti email no pesanan loh knp akun saya seperti buat baru lg, kmn saya haris menghubungi?",2024-12-01 14:34:38,0
Traveloka,RewEL Ry,5,Thanks traveloka... Happy holiday perjalanan bersama traveloka sangat bikin Happy,2024-12-01 14:27:25,0
Traveloka,Nurul Husna,5,Sangat membantu,2024-12-01 14:20:45,0
Traveloka,Tri Setyo Wahyuni,5,bagus,2024-12-01 13:14:47,0
Traveloka,Daniel -,1,Kenapa aplikasi nya hari-hari ini eror???,2024-12-01 12:51:02,0
Traveloka,Ihwan Amin,5,Mantap,2024-12-01 12:02:17,0
Traveloka,herry kuswanto,1,Kecewa parah,2024-12-01 11:33:46,0
Traveloka,Alka Raiqa,1,"Udh pesen tiket eh pas dibandara gada namanya gabisa check in, udh coba untuk hubungi pihak cs gada respon duit Angus begitu aja. Ga rela walaupun duit 980rb jg berharga untuk org kaya sya gaberkah uang nya klo nipu",2024-12-01 11:21:03,0
Traveloka,Eviani Fida,5,sangat baik,2024-12-01 11:00:26,0
Traveloka,Kiet Kosasih,5,Sangat memuaskan pakai Traveloka pesan Hotel kemanapun ok.,2024-12-01 08:51:09,0
Traveloka,Abdul Muhyi,5,oke,2024-12-01 08:24:57,0
Traveloka,yulius Junaidi,1,Belom ada trun harga tiket ini ya,2024-12-01 07:12:34,0
Traveloka,Fredi Kurniawan,1,Anj iklan nempel dimana diaplikasi lain. Mana ada jebakannya harus menuju ke play store untuk download,2024-12-01 06:08:50,0
Traveloka,Wiraa Agha,5,sangat membantu,2024-12-01 06:06:11,0
Traveloka,Sri Utari,4,"Lebih bagus lagi kalo saat tampilan pemesanan tiket pesawat, waktu keberangkatan dan waktu tibanya ditambah keterangan zona waktunya biar jelas. Terimakasih",2024-12-01 06:03:46,0
Traveloka,Tommy Hariyanto,5,Good,2024-12-01 05:23:54,0
Traveloka,Imam Mukhlis,5,Good 👍 aplikasinya,2024-12-01 04:06:19,0
Traveloka,Herry Bong,1,"Saya sangat kecewa karena masalah myairline,samapai sekarang tidak ada penyelesaian dengan dana refound,dan pihak travekola lepas tangan.",2024-12-01 03:00:44,1
Traveloka,Kimuji,5,sangat karena banyak diskon,2024-11-30 23:45:26,0
Traveloka,Mas Casa,5,good job tp nggak bisa milih tempat duduk,2024-11-30 15:51:18,0
Traveloka,Melia Lie,5,sangat menbantu sekali.cepat untuk pemesanan tiket.,2024-11-30 13:27:29,0
Traveloka,Ridwan Malik,1,SAMPAH,2024-11-30 13:08:07,0
Traveloka,Adhy Mara,1,GEMBEL LAH,2024-11-30 12:04:22,0
Traveloka,Iksan Murib,5,like,2024-11-30 10:52:56,0
Traveloka,73_LLy 18,2,agak lain emang 😄 pembayaran selalu tepat waktu GK pernah lewat dr due date yg di tentukan tapi tetiba dr level 6/7 BS turun selevel setiap habis pembayaran angsuran 🤭 and skrng d lvl 2 Posisi sih bagus platinum priority tp paylater setiap bulan anjlok klo gt dr awal GK ush d naikin nominal paylaternya n gk ush di ksh posisi platinum priority 😁 terima kasih lhooo 🤗👍👍,2024-11-30 09:33:22,7
Traveloka,Rikky Babjee,4,sangat mantap,2024-11-30 08:23:21,0
Traveloka,Henie Henie,3,"Harga tiket 1,1jt pas mau pembayaran kenapa jd 1,3jt, ?",2024-11-30 06:27:57,0
Traveloka,Bagus Dendy H,5,iyaa,2024-11-30 02:31:36,0
Traveloka,Abdul Kudus,5,Bagus,2024-11-30 02:05:48,0
Traveloka,Afif Supri,5,sangat mudah dan praktis dg traveloka,2024-11-29 17:44:09,1
Traveloka,HM Yusuf Hasby,5,Sangat membantu dalam memilih transportasi perjalanan,2024-11-29 15:31:40,0
Traveloka,zulfana Ana,5,mantap,2024-11-29 15:29:35,0
Traveloka,Ferdi Rera,5,Mantap,2024-11-29 14:55:56,0
Traveloka,Bowo Sunu Pramudya,5,"mantap, mempermudah beli tiket",2024-11-29 14:10:27,0
Traveloka,Arief Kurniawan,1,punya akun Traveloka udah lama giliran mau login ulang ko malah gabisa,2024-11-29 13:05:47,0
Traveloka,Fajar Fadillah,5,Good,2024-11-29 11:12:56,0
Traveloka,izal,1,"Kita negara bebas komentar sopan khan. Nih aplikasi kayak sampah, iklannya dimana mana. Buka aplikasi folder penyimpanan, music bawaan hp saja, muncul iklannya.",2024-11-29 10:53:59,0
Traveloka,Bangun Sugiarto,4,memuaskan....,2024-11-29 09:05:49,0
